H, 2.5533264907674327, -6.991985062939483, 0.0, -11.905516763323286, 0.0, 1.3323074008674272, 0.0, -11.909557523614305, 12.848, 0.0, 0.0, 0.0, 0.0
C, 2.5463398709832106, -18.985705680228538, -7.934304798337744, -52.27764750629391, -39.205784518634296, 1.7871446163229356, 1.7875976914982794, -120.54949795751082, 12.23, 11.47, 2.43, 11.08, 9.84
