2.715136,2.625595,2.882452,3.227051,3.478869
-6.378154,-16.966892,-17.861115,-66.397418,-94.934369
0.000000,-7.262988,-18.539079,-26.013655,-34.071172
-11.885089,-50.653037,-64.414351,-98.251417,-124.614062
0.000000,-39.083494,-56.895109,-78.408404,-106.015931
1.317627,1.857086,2.795765,4.853894,5.630497
0.000000,1.818104,2.154274,2.465622,2.951311
-11.772844,-116.028015,-186.880137,-317.198424,-463.003200
12.848000,12.230000,13.590000,15.420000,16.920000
0.000000,11.470000,12.660000,14.480000,17.250000
0.000000,2.430000,3.140000,3.940000,4.830000
0.000000,11.080000,12.980000,14.520000,16.710000
0.000000,9.840000,11.590000,12.980000,14.910000
